mjd_utc	longitude_deg	radius_au
61002.040865939	-202.074202323	1.625891822
61002.082532605	-202.122371681	1.626726827
61002.124199272	-202.170491431	1.627562794
61002.165865939	-202.218561593	1.628399721
61002.207532605	-202.266582189	1.629237607
61002.249199272	-202.314553239	1.630076449
61002.290865939	-202.362474763	1.630916247
61002.332532605	-202.410346783	1.631756998
61002.374199272	-202.458169320	1.632598702
61002.415865939	-202.505942395	1.633441356
61002.457532605	-202.553666031	1.634284960
61002.499199272	-202.601340248	1.635129511
61002.540865939	-202.648965070	1.635975007
61002.582532605	-202.696540517	1.636821448
61002.624199272	-202.744066613	1.637668832
61002.665865939	-202.791543380	1.638517157
61002.707532605	-202.838970840	1.639366422
61002.749199272	-202.886349017	1.640216625
61002.790865939	-202.933677934	1.641067764
61002.832532605	-202.980957614	1.641919838
61002.874199272	-203.028188081	1.642772846
61002.915865939	-203.075369358	1.643626786
61002.957532605	-203.122501468	1.644481656
61002.999199272	-203.169584437	1.645337455
61003.040865939	-203.216618288	1.646194181
61003.082532605	-203.263603046	1.647051832
61003.124199272	-203.310538735	1.647910408
61003.165865939	-203.357425379	1.648769906
61003.207532605	-203.404263004	1.649630326
61003.249199272	-203.451051635	1.650491665
61003.290865939	-203.497791297	1.651353922
61003.332532605	-203.544482015	1.652217095
61003.374199272	-203.591123814	1.653081184
61003.415865939	-203.637716722	1.653946185
61003.457532605	-203.684260763	1.654812099
61003.499199272	-203.730755963	1.655678923
61003.540865938	-203.777202349	1.656546656
61003.582532605	-203.823599947	1.657415296
61003.624199271	-203.869948784	1.658284841
61003.665865938	-203.916248886	1.659155291
61003.707532604	-203.962500281	1.660026644
61003.749199271	-204.008702994	1.660898898
61003.790865938	-204.054857054	1.661772051
61003.832532604	-204.100962487	1.662646103
61003.874199271	-204.147019322	1.663521051
61003.915865938	-204.193027586	1.664396895
61003.957532604	-204.238987306	1.665273632
61003.999199271	-204.284898511	1.666151261
61004.040865938	-204.330761228	1.667029781
61004.082532604	-204.376575487	1.667909190
61004.124199271	-204.422341314	1.668789486
61004.165865938	-204.468058740	1.669670669
61004.207532604	-204.513727792	1.670552736
61004.249199271	-204.559348500	1.671435686
61004.290865938	-204.604920892	1.672319518
61004.332532604	-204.650444998	1.673204230
61004.374199271	-204.695920847	1.674089821
61004.415865938	-204.741348468	1.674976288
61004.457532604	-204.786727891	1.675863632
61004.499199271	-204.832059146	1.676751849
61004.540865938	-204.877342262	1.677640940
61004.582532604	-204.922577270	1.678530901
61004.624199271	-204.967764199	1.679421732
61004.665865938	-205.012903081	1.680313431
61004.707532604	-205.057993944	1.681205997
61004.749199271	-205.103036821	1.682099429
61004.790865938	-205.148031741	1.682993724
61004.832532604	-205.192978736	1.683888881
61004.874199271	-205.237877836	1.684784899
61004.915865938	-205.282729072	1.685681777
61004.957532604	-205.327532476	1.686579513
61004.999199271	-205.372288080	1.687478105
61005.040865938	-205.416995914	1.688377552
61005.082532604	-205.461656010	1.689277852
61005.124199271	-205.506268400	1.690179005
61005.165865938	-205.550833116	1.691081008
61005.207532604	-205.595350189	1.691983860
61005.249199271	-205.639819653	1.692887560
61005.290865938	-205.684241539	1.693792107
61005.332532604	-205.728615879	1.694697498
61005.374199271	-205.772942707	1.695603732
61005.415865938	-205.817222054	1.696510808
61005.457532604	-205.861453953	1.697418725
61005.499199271	-205.905638438	1.698327481
61005.540865938	-205.949775542	1.699237074
61005.582532604	-205.993865296	1.700147504
61005.624199271	-206.037907736	1.701058768
61005.665865938	-206.081902893	1.701970865
61005.707532604	-206.125850802	1.702883795
