mjd_utc	longitude_deg	radius_au
60994.499199274	52.935326507	0.979640729
60994.540865941	52.977207408	0.979631074
60994.582532607	53.019089281	0.979621425
60994.624199274	53.060972127	0.979611780
60994.665865941	53.102855946	0.979602139
60994.707532607	53.144740736	0.979592503
60994.749199274	53.186626498	0.979582872
60994.790865941	53.228513232	0.979573246
60994.832532607	53.270400937	0.979563624
60994.874199274	53.312289614	0.979554007
60994.915865941	53.354179261	0.979544394
60994.957532607	53.396069879	0.979534786
60994.999199274	53.437961467	0.979525183
60995.040865940	53.479854025	0.979515584
60995.082532607	53.521747554	0.979505990
60995.124199273	53.563642052	0.979496401
60995.165865940	53.605537520	0.979486817
60995.207532607	53.647433957	0.979477237
60995.249199273	53.689331363	0.979467662
60995.290865940	53.731229738	0.979458091
60995.332532606	53.773129081	0.979448526
60995.374199273	53.815029393	0.979438965
60995.415865940	53.856930673	0.979429408
60995.457532606	53.898832921	0.979419857
60995.499199273	53.940736136	0.979410310
60995.540865940	53.982640319	0.979400768
60995.582532606	54.024545469	0.979391231
60995.624199273	54.066451585	0.979381698
60995.665865940	54.108358669	0.979372171
60995.707532606	54.150266718	0.979362648
60995.749199273	54.192175734	0.979353129
60995.790865940	54.234085716	0.979343616
60995.832532606	54.275996663	0.979334107
60995.874199273	54.317908576	0.979324604
60995.915865940	54.359821453	0.979315105
60995.957532606	54.401735296	0.979305610
60995.999199273	54.443650103	0.979296121
60996.040865940	54.485565875	0.979286637
60996.082532606	54.527482610	0.979277157
60996.124199273	54.569400309	0.979267682
60996.165865940	54.611318972	0.979258212
60996.207532606	54.653238598	0.979248747
60996.249199273	54.695159188	0.979239286
60996.290865940	54.737080739	0.979229831
60996.332532606	54.779003254	0.979220380
60996.374199273	54.820926730	0.979210935
60996.415865940	54.862851169	0.979201494
60996.457532606	54.904776569	0.979192058
60996.499199273	54.946702930	0.979182627
60996.540865940	54.988630253	0.979173201
60996.582532606	55.030558536	0.979163780
60996.624199273	55.072487780	0.979154363
60996.665865940	55.114417984	0.979144952
60996.707532606	55.156349148	0.979135546
60996.749199273	55.198281272	0.979126144
60996.790865940	55.240214355	0.979116747
60996.832532606	55.282148397	0.979107356
